payment_id,loan_id,payment_date,due_date,payment_amount,payment_status,days_late
96795,11737,2025-01-25,2025-01-25,4500,On-Time,0
96796,11737,2025-02-24,2025-02-24,4500,On-Time,0
96797,11737,2025-03-26,2025-03-26,4300,On-Time,0
96798,11737,2025-05-07,2025-04-25,4400,Late,12
96799,11737,2025-05-25,2025-05-25,4400,On-Time,0
96800,11737,2025-06-24,2025-06-24,4500,On-Time,0
96801,11737,2025-07-24,2025-07-24,4000,On-Time,0
96802,11737,2025-08-23,2025-08-23,3900,On-Time,0
96803,11737,2025-09-22,2025-09-22,4100,On-Time,0
96804,11737,2025-10-22,2025-10-22,3800,On-Time,0
96805,11738,2024-08-27,2024-08-09,2100,Late,18
96806,11738,2024-09-08,2024-09-08,2100,On-Time,0
96807,11738,2024-10-25,2024-10-08,2300,Late,17
96808,11738,2024-11-07,2024-11-07,2300,On-Time,0
96809,11738,2024-12-07,2024-12-07,2100,On-Time,0
96810,11738,2025-01-06,2025-01-06,1900,On-Time,0
96811,11738,2025-02-05,2025-02-05,2300,On-Time,0
96812,11738,2025-03-19,2025-03-07,2000,Late,12
96813,11738,2025-04-06,2025-04-06,2000,On-Time,0
96814,11738,2025-05-06,2025-05-06,2100,On-Time,0
96815,11738,2025-06-05,2025-06-05,2100,On-Time,0
96816,11738,2025-07-05,2025-07-05,2300,On-Time,0
96817,11739,2023-06-25,2023-06-25,11900,On-Time,0
96818,11739,2023-07-25,2023-07-25,11400,On-Time,0
96819,11739,2023-08-24,2023-08-24,12000,On-Time,0
96820,11739,2023-09-23,2023-09-23,12800,On-Time,0
96821,11739,2023-10-23,2023-10-23,12400,On-Time,0
96822,11739,2023-11-22,2023-11-22,12500,On-Time,0
96823,11739,2023-12-22,2023-12-22,11600,On-Time,0
96824,11739,2024-01-21,2024-01-21,12400,On-Time,0
96825,11739,2024-02-20,2024-02-20,12400,On-Time,0
96826,11739,2024-03-21,2024-03-21,12500,On-Time,0
96827,11739,2024-04-20,2024-04-20,12000,On-Time,0
96828,11739,2024-05-31,2024-05-20,13400,Late,11
96829,11740,2024-02-23,2024-02-23,50900,On-Time,0
96830,11740,2024-03-24,2024-03-24,49200,On-Time,0
96831,11740,2024-04-23,2024-04-23,49400,On-Time,0
96832,11740,2024-05-27,2024-05-23,0,Missed,4
96833,11740,2024-07-10,2024-06-22,48000,Late,18
96834,11740,2024-07-22,2024-07-22,49900,On-Time,0
96835,11740,2024-08-21,2024-08-21,51200,On-Time,0
96836,11740,2024-09-20,2024-09-20,44700,On-Time,0
96837,11740,2024-10-21,2024-10-20,42200,Late,1
96838,11740,2024-11-19,2024-11-19,46000,On-Time,0
96839,11740,2024-12-19,2024-12-19,42800,On-Time,0
96840,11740,2025-01-18,2025-01-18,45400,On-Time,0
96841,11741,2024-12-27,2024-12-27,2600,On-Time,0
96842,11741,2025-01-26,2025-01-26,3000,On-Time,0
96843,11741,2025-02-25,2025-02-25,2700,On-Time,0
96844,11741,2025-03-27,2025-03-27,3000,On-Time,0
96845,11741,2025-04-26,2025-04-26,2800,On-Time,0
96846,11741,2025-05-26,2025-05-26,2900,On-Time,0
96847,11741,2025-06-25,2025-06-25,2900,On-Time,0
96848,11741,2025-08-14,2025-07-25,2900,Late,20
96849,11741,2025-08-24,2025-08-24,2700,On-Time,0
96850,11741,2025-09-23,2025-09-23,3200,On-Time,0
96851,11741,2025-10-23,2025-10-23,3000,On-Time,0
96852,11741,2025-11-22,2025-11-22,2800,On-Time,0
96853,11742,2023-07-16,2023-07-16,66700,On-Time,0
96854,11742,2023-08-15,2023-08-15,58800,On-Time,0
96855,11742,2023-09-14,2023-09-14,63000,On-Time,0
96856,11742,2023-10-14,2023-10-14,66100,On-Time,0
96857,11742,2023-11-13,2023-11-13,63000,On-Time,0
96858,11742,2023-12-13,2023-12-13,56200,On-Time,0
96859,11742,2024-01-12,2024-01-12,63300,On-Time,0
96860,11742,2024-02-11,2024-02-11,61300,On-Time,0
96861,11742,2024-03-12,2024-03-12,57500,On-Time,0
96862,11742,2024-04-11,2024-04-11,56000,On-Time,0
96863,11742,2024-05-11,2024-05-11,58000,On-Time,0
96864,11742,2024-06-10,2024-06-10,56200,On-Time,0
96865,11743,2024-12-22,2024-12-22,2600,On-Time,0
96866,11743,2025-01-21,2025-01-21,2300,On-Time,0
96867,11743,2025-02-20,2025-02-20,2300,On-Time,0
96868,11743,2025-03-22,2025-03-22,2300,On-Time,0
96869,11743,2025-04-21,2025-04-21,2500,On-Time,0
96870,11743,2025-05-21,2025-05-21,2400,On-Time,0
96871,11743,2025-06-20,2025-06-20,2700,On-Time,0
96872,11743,2025-07-20,2025-07-20,2300,On-Time,0
96873,11743,2025-08-19,2025-08-19,2300,On-Time,0
96874,11743,2025-09-18,2025-09-18,2600,On-Time,0
96875,11743,2025-10-21,2025-10-18,2400,Late,3
96876,11743,2025-11-17,2025-11-17,2600,On-Time,0
96877,11744,2023-04-08,2023-04-08,15900,On-Time,0
96878,11744,2023-05-28,2023-05-08,13700,Late,20
96879,11744,2023-06-25,2023-06-07,0,Missed,18
96880,11744,2023-07-07,2023-07-07,15700,On-Time,0
96881,11744,2023-08-06,2023-08-06,13800,On-Time,0
96882,11744,2023-09-05,2023-09-05,13500,On-Time,0
96883,11744,2023-10-19,2023-10-05,15800,Late,14
96884,11744,2023-11-04,2023-11-04,15300,On-Time,0
96885,11744,2023-12-20,2023-12-04,0,Missed,16
96886,11744,2024-01-03,2024-01-03,15100,On-Time,0
96887,11744,2024-02-02,2024-02-02,14800,On-Time,0
96888,11744,2024-03-03,2024-03-03,15900,On-Time,0
96889,11745,2024-01-06,2023-12-17,0,Missed,20
96890,11745,2024-01-16,2024-01-16,1900,On-Time,0
96891,11745,2024-02-23,2024-02-15,2100,Late,8
96892,11745,2024-03-16,2024-03-16,1900,On-Time,0
96893,11745,2024-04-19,2024-04-15,1900,Late,4
96894,11745,2024-05-15,2024-05-15,2300,On-Time,0
96895,11745,2024-06-14,2024-06-14,2000,On-Time,0
96896,11745,2024-07-28,2024-07-14,2300,Late,14
96897,11745,2024-08-13,2024-08-13,2100,On-Time,0
96898,11745,2024-09-12,2024-09-12,2000,On-Time,0
96899,11745,2024-10-12,2024-10-12,2300,On-Time,0
96900,11745,2024-11-11,2024-11-11,2000,On-Time,0
96901,11746,2024-09-20,2024-09-20,3000,On-Time,0
96902,11746,2024-10-20,2024-10-20,3000,On-Time,0
96903,11746,2024-11-19,2024-11-19,2700,On-Time,0
96904,11746,2024-12-19,2024-12-19,3100,On-Time,0
96905,11746,2025-01-18,2025-01-18,2700,On-Time,0
96906,11746,2025-02-17,2025-02-17,3100,On-Time,0
96907,11746,2025-03-29,2025-03-19,2800,Late,10
96908,11746,2025-05-02,2025-04-18,2700,Late,14
96909,11746,2025-05-18,2025-05-18,2900,On-Time,0
96910,11746,2025-06-17,2025-06-17,2600,On-Time,0
96911,11746,2025-07-25,2025-07-17,2800,Late,8
96912,11746,2025-08-16,2025-08-16,2900,On-Time,0
96913,11747,2023-08-24,2023-08-24,45300,On-Time,0
96914,11747,2023-09-23,2023-09-23,46000,On-Time,0
96915,11747,2023-10-23,2023-10-23,49200,On-Time,0
96916,11747,2023-12-06,2023-11-22,52800,Late,14
96917,11747,2023-12-22,2023-12-22,49800,On-Time,0
96918,11747,2024-01-21,2024-01-21,47500,On-Time,0
96919,11747,2024-02-20,2024-02-20,47200,On-Time,0
96920,11747,2024-03-21,2024-03-21,54200,On-Time,0
96921,11747,2024-04-20,2024-04-20,47800,On-Time,0
96922,11747,2024-05-20,2024-05-20,47200,On-Time,0
96923,11747,2024-06-19,2024-06-19,47600,On-Time,0
96924,11747,2024-07-30,2024-07-19,0,Missed,11
96925,11748,2025-05-10,2025-04-20,32300,Late,20
96926,11748,2025-05-20,2025-05-20,29800,On-Time,0
96927,11748,2025-06-19,2025-06-19,30600,On-Time,0
96928,11748,2025-07-26,2025-07-19,31800,Late,7
96929,11748,2025-08-18,2025-08-18,31400,On-Time,0
96930,11748,2025-09-29,2025-09-17,28400,Late,12
96931,11748,2025-10-25,2025-10-17,27900,Late,8
96932,11748,2025-12-04,2025-11-16,0,Missed,18
96933,11748,2025-12-16,2025-12-16,28700,On-Time,0
96934,11749,2025-03-29,2025-03-25,1000,Late,4
96935,11749,2025-04-24,2025-04-24,1000,On-Time,0
96936,11749,2025-05-24,2025-05-24,1000,On-Time,0
96937,11749,2025-06-23,2025-06-23,1000,On-Time,0
96938,11749,2025-08-11,2025-07-23,1000,Late,19
96939,11749,2025-08-22,2025-08-22,1000,On-Time,0
96940,11749,2025-10-04,2025-09-21,1000,Late,13
96941,11749,2025-10-21,2025-10-21,1000,On-Time,0
96942,11749,2025-11-20,2025-11-20,1000,On-Time,0
96943,11749,2026-01-08,2025-12-20,1000,Late,19
96944,11750,2024-08-27,2024-08-26,2600,Late,1
96945,11750,2024-09-25,2024-09-25,2400,On-Time,0
96946,11750,2024-10-25,2024-10-25,2600,On-Time,0
96947,11750,2024-11-25,2024-11-24,2700,Late,1
96948,11750,2024-12-24,2024-12-24,2800,On-Time,0
96949,11750,2025-01-23,2025-01-23,2600,On-Time,0
96950,11750,2025-02-22,2025-02-22,2400,On-Time,0
96951,11750,2025-04-11,2025-03-24,0,Missed,18
96952,11750,2025-04-23,2025-04-23,2700,On-Time,0
96953,11750,2025-05-23,2025-05-23,2500,On-Time,0
96954,11750,2025-06-22,2025-06-22,2500,On-Time,0
96955,11750,2025-07-22,2025-07-22,2700,On-Time,0
96956,11751,2025-12-08,2025-12-08,1100,On-Time,0
96957,11752,2024-12-13,2024-12-13,22100,On-Time,0
96958,11752,2025-01-12,2025-01-12,22600,On-Time,0
96959,11752,2025-03-01,2025-02-11,0,Missed,18
96960,11752,2025-03-13,2025-03-13,21800,On-Time,0
96961,11752,2025-04-12,2025-04-12,23200,On-Time,0
96962,11752,2025-05-12,2025-05-12,23400,On-Time,0
96963,11752,2025-06-11,2025-06-11,24500,On-Time,0
96964,11752,2025-07-11,2025-07-11,23000,On-Time,0
96965,11752,2025-08-10,2025-08-10,24700,On-Time,0
96966,11752,2025-09-09,2025-09-09,22700,On-Time,0
96967,11752,2025-10-13,2025-10-09,0,Missed,4
96968,11752,2025-11-18,2025-11-08,24400,Late,10
96969,11753,2023-03-13,2023-03-13,2400,On-Time,0
96970,11753,2023-04-12,2023-04-12,2200,On-Time,0
96971,11753,2023-05-12,2023-05-12,2200,On-Time,0
96972,11753,2023-06-11,2023-06-11,2500,On-Time,0
96973,11753,2023-07-11,2023-07-11,2500,On-Time,0
96974,11753,2023-08-10,2023-08-10,2300,On-Time,0
96975,11753,2023-09-09,2023-09-09,2400,On-Time,0
96976,11753,2023-10-09,2023-10-09,2300,On-Time,0
96977,11753,2023-11-08,2023-11-08,2200,On-Time,0
96978,11753,2023-12-08,2023-12-08,2400,On-Time,0
96979,11753,2024-01-07,2024-01-07,2600,On-Time,0
96980,11753,2024-02-06,2024-02-06,2200,On-Time,0
96981,11754,2025-02-04,2025-02-04,2400,On-Time,0
96982,11754,2025-03-06,2025-03-06,2400,On-Time,0
96983,11754,2025-04-05,2025-04-05,2300,On-Time,0
96984,11754,2025-05-24,2025-05-05,2400,Late,19
96985,11754,2025-06-04,2025-06-04,2200,On-Time,0
96986,11754,2025-07-04,2025-07-04,2200,On-Time,0
96987,11754,2025-08-10,2025-08-03,2100,Late,7
96988,11754,2025-09-12,2025-09-02,0,Missed,10
96989,11754,2025-10-10,2025-10-02,2000,Late,8
96990,11754,2025-11-01,2025-11-01,2400,On-Time,0
96991,11754,2025-12-01,2025-12-01,2100,On-Time,0
96992,11754,2025-12-31,2025-12-31,2300,On-Time,0
96993,11755,2025-10-05,2025-10-05,6500,On-Time,0
96994,11755,2025-11-04,2025-11-04,6600,On-Time,0
96995,11755,2025-12-04,2025-12-04,6700,On-Time,0
96996,11756,2025-07-29,2025-07-29,10600,On-Time,0
96997,11756,2025-08-28,2025-08-28,10500,On-Time,0
96998,11756,2025-09-27,2025-09-27,10600,On-Time,0
96999,11756,2025-10-27,2025-10-27,10100,On-Time,0
97000,11756,2025-11-26,2025-11-26,11200,On-Time,0
97001,11756,2025-12-26,2025-12-26,10300,On-Time,0
97002,11757,2025-12-27,2025-12-27,10400,On-Time,0
97003,11758,2023-05-24,2023-05-24,18100,On-Time,0
97004,11758,2023-06-23,2023-06-23,20100,On-Time,0
97005,11758,2023-08-09,2023-07-23,0,Missed,17
97006,11758,2023-08-22,2023-08-22,20400,On-Time,0
97007,11758,2023-09-21,2023-09-21,19100,On-Time,0
97008,11758,2023-10-21,2023-10-21,18900,On-Time,0
97009,11758,2023-11-20,2023-11-20,20900,On-Time,0
97010,11758,2023-12-20,2023-12-20,19100,On-Time,0
97011,11758,2024-01-19,2024-01-19,19400,On-Time,0
97012,11758,2024-02-18,2024-02-18,20200,On-Time,0
97013,11758,2024-03-19,2024-03-19,19800,On-Time,0
97014,11758,2024-04-18,2024-04-18,21400,On-Time,0
97015,11760,2025-04-28,2025-04-28,2000,On-Time,0
97016,11760,2025-05-28,2025-05-28,1900,On-Time,0
97017,11760,2025-06-27,2025-06-27,1600,On-Time,0
97018,11760,2025-07-27,2025-07-27,1800,On-Time,0
97019,11760,2025-09-11,2025-08-26,0,Missed,16
97020,11760,2025-10-05,2025-09-25,1600,Late,10
97021,11760,2025-10-25,2025-10-25,1900,On-Time,0
97022,11760,2025-12-14,2025-11-24,1800,Late,20
97023,11760,2025-12-24,2025-12-24,1700,On-Time,0
97024,11761,2024-12-27,2024-12-27,28500,On-Time,0
97025,11761,2025-01-26,2025-01-26,26900,On-Time,0
97026,11761,2025-02-25,2025-02-25,27200,On-Time,0
97027,11761,2025-03-27,2025-03-27,28700,On-Time,0
97028,11761,2025-04-26,2025-04-26,28000,On-Time,0
97029,11761,2025-05-26,2025-05-26,25000,On-Time,0
97030,11761,2025-06-25,2025-06-25,25300,On-Time,0
97031,11761,2025-07-25,2025-07-25,28100,On-Time,0
97032,11761,2025-08-24,2025-08-24,25500,On-Time,0
97033,11761,2025-09-23,2025-09-23,24900,On-Time,0
97034,11761,2025-11-12,2025-10-23,25200,Late,20
97035,11761,2025-11-30,2025-11-22,26700,Late,8
97036,11762,2024-04-16,2024-04-16,37600,On-Time,0
97037,11762,2024-05-29,2024-05-16,40100,Late,13
97038,11762,2024-06-15,2024-06-15,38900,On-Time,0
97039,11762,2024-07-15,2024-07-15,35600,On-Time,0
97040,11762,2024-08-19,2024-08-14,34200,Late,5
97041,11762,2024-09-13,2024-09-13,40500,On-Time,0
97042,11762,2024-10-13,2024-10-13,40600,On-Time,0
97043,11762,2024-11-14,2024-11-12,0,Missed,2
97044,11762,2024-12-16,2024-12-12,0,Missed,4
97045,11762,2025-01-11,2025-01-11,37100,On-Time,0
97046,11762,2025-02-10,2025-02-10,38900,On-Time,0
97047,11762,2025-03-12,2025-03-12,38600,On-Time,0
97048,11763,2023-06-25,2023-06-25,1000,On-Time,0
97049,11763,2023-07-25,2023-07-25,1000,On-Time,0
97050,11763,2023-08-24,2023-08-24,1000,On-Time,0
97051,11763,2023-09-23,2023-09-23,1000,On-Time,0
97052,11763,2023-10-23,2023-10-23,1100,On-Time,0
97053,11763,2023-11-22,2023-11-22,1000,On-Time,0
97054,11763,2023-12-22,2023-12-22,1100,On-Time,0
97055,11763,2024-01-21,2024-01-21,1000,On-Time,0
97056,11763,2024-02-22,2024-02-20,1000,Late,2
97057,11763,2024-03-21,2024-03-21,1100,On-Time,0
97058,11763,2024-05-09,2024-04-20,1000,Late,19
97059,11763,2024-05-20,2024-05-20,1000,On-Time,0
97060,11764,2023-06-20,2023-06-01,9600,Late,19
97061,11764,2023-07-16,2023-07-01,0,Missed,15
97062,11764,2023-07-31,2023-07-31,9600,On-Time,0
97063,11764,2023-08-30,2023-08-30,8700,On-Time,0
97064,11764,2023-09-29,2023-09-29,9100,On-Time,0
97065,11764,2023-11-12,2023-10-29,8400,Late,14
97066,11764,2023-11-28,2023-11-28,9300,On-Time,0
97067,11764,2023-12-28,2023-12-28,9100,On-Time,0
97068,11764,2024-01-27,2024-01-27,8700,On-Time,0
97069,11764,2024-03-16,2024-02-26,8900,Late,19
97070,11764,2024-03-27,2024-03-27,9200,On-Time,0
97071,11764,2024-04-26,2024-04-26,8900,On-Time,0
97072,11765,2023-03-21,2023-03-21,6100,On-Time,0
97073,11765,2023-04-20,2023-04-20,5400,On-Time,0
97074,11765,2023-05-20,2023-05-20,6000,On-Time,0
97075,11765,2023-06-19,2023-06-19,5400,On-Time,0
97076,11765,2023-07-19,2023-07-19,6000,On-Time,0
97077,11765,2023-08-18,2023-08-18,6000,On-Time,0
97078,11765,2023-09-17,2023-09-17,5300,On-Time,0
97079,11765,2023-10-17,2023-10-17,5800,On-Time,0
97080,11765,2023-11-16,2023-11-16,6000,On-Time,0
97081,11765,2023-12-16,2023-12-16,5300,On-Time,0
97082,11765,2024-01-27,2024-01-15,5700,Late,12
97083,11765,2024-02-14,2024-02-14,5200,On-Time,0
97084,11766,2024-01-31,2024-01-17,0,Missed,14
97085,11766,2024-02-16,2024-02-16,9000,On-Time,0
97086,11766,2024-03-17,2024-03-17,9800,On-Time,0
97087,11766,2024-04-16,2024-04-16,10300,On-Time,0
97088,11766,2024-05-16,2024-05-16,10500,On-Time,0
97089,11766,2024-06-15,2024-06-15,9400,On-Time,0
97090,11766,2024-07-15,2024-07-15,9300,On-Time,0
97091,11766,2024-09-03,2024-08-14,9200,Late,20
97092,11766,2024-09-24,2024-09-13,10500,Late,11
97093,11766,2024-10-31,2024-10-13,0,Missed,18
97094,11766,2024-11-15,2024-11-12,10500,Late,3
97095,11766,2024-12-12,2024-12-12,9500,On-Time,0
97096,11767,2023-05-18,2023-05-18,9000,On-Time,0
97097,11767,2023-06-17,2023-06-17,8200,On-Time,0
97098,11767,2023-07-17,2023-07-17,9100,On-Time,0
97099,11767,2023-09-04,2023-08-16,9000,Late,19
97100,11767,2023-09-15,2023-09-15,7700,On-Time,0
97101,11767,2023-10-15,2023-10-15,9100,On-Time,0
97102,11767,2023-11-14,2023-11-14,7800,On-Time,0
97103,11767,2023-12-14,2023-12-14,8600,On-Time,0
97104,11767,2024-01-17,2024-01-13,0,Missed,4
97105,11767,2024-03-03,2024-02-12,0,Missed,20
97106,11767,2024-03-13,2024-03-13,9100,On-Time,0
97107,11767,2024-05-01,2024-04-12,8300,Late,19
97108,11768,2023-11-15,2023-11-15,1500,On-Time,0
97109,11768,2023-12-31,2023-12-15,0,Missed,16
97110,11768,2024-01-14,2024-01-14,1500,On-Time,0
97111,11768,2024-02-13,2024-02-13,1400,On-Time,0
97112,11768,2024-03-14,2024-03-14,1500,On-Time,0
97113,11768,2024-04-28,2024-04-13,1400,Late,15
97114,11768,2024-05-26,2024-05-13,1500,Late,13
97115,11768,2024-06-22,2024-06-12,0,Missed,10
97116,11768,2024-07-12,2024-07-12,1500,On-Time,0
97117,11768,2024-08-11,2024-08-11,1400,On-Time,0
97118,11768,2024-09-10,2024-09-10,1400,On-Time,0
97119,11768,2024-10-10,2024-10-10,1300,On-Time,0
97120,11769,2023-04-13,2023-04-13,7100,On-Time,0
97121,11769,2023-05-17,2023-05-13,0,Missed,4
97122,11769,2023-06-30,2023-06-12,6900,Late,18
97123,11769,2023-07-12,2023-07-12,6500,On-Time,0
97124,11769,2023-08-11,2023-08-11,6800,On-Time,0
97125,11769,2023-09-15,2023-09-10,6700,Late,5
97126,11769,2023-10-10,2023-10-10,7400,On-Time,0
97127,11769,2023-11-22,2023-11-09,7500,Late,13
97128,11769,2023-12-09,2023-12-09,7300,On-Time,0
97129,11769,2024-01-12,2024-01-08,6800,Late,4
97130,11769,2024-02-07,2024-02-07,7600,On-Time,0
97131,11769,2024-03-08,2024-03-08,7000,On-Time,0
97132,11770,2024-10-24,2024-10-10,1300,Late,14
97133,11770,2024-11-09,2024-11-09,1300,On-Time,0
97134,11770,2024-12-09,2024-12-09,1200,On-Time,0
97135,11770,2025-01-08,2025-01-08,1400,On-Time,0
97136,11770,2025-02-07,2025-02-07,1400,On-Time,0
97137,11770,2025-03-09,2025-03-09,1400,On-Time,0
97138,11770,2025-04-08,2025-04-08,1300,On-Time,0
97139,11770,2025-05-08,2025-05-08,1300,On-Time,0
97140,11770,2025-06-25,2025-06-07,1300,Late,18
97141,11770,2025-07-07,2025-07-07,1400,On-Time,0
97142,11770,2025-08-06,2025-08-06,1300,On-Time,0
97143,11770,2025-09-05,2025-09-05,1200,On-Time,0
97144,11771,2023-10-28,2023-10-28,34200,On-Time,0
97145,11771,2023-11-27,2023-11-27,33800,On-Time,0
97146,11771,2024-01-08,2023-12-27,31700,Late,12
97147,11771,2024-01-26,2024-01-26,31000,On-Time,0
97148,11771,2024-02-25,2024-02-25,35000,On-Time,0
97149,11771,2024-03-26,2024-03-26,32100,On-Time,0
97150,11771,2024-04-25,2024-04-25,32600,On-Time,0
97151,11771,2024-05-25,2024-05-25,34200,On-Time,0
97152,11771,2024-06-25,2024-06-24,30500,Late,1
97153,11771,2024-07-24,2024-07-24,29200,On-Time,0
97154,11771,2024-08-23,2024-08-23,35400,On-Time,0
97155,11771,2024-09-22,2024-09-22,31200,On-Time,0
97156,11772,2023-09-23,2023-09-23,9200,On-Time,0
97157,11772,2023-11-03,2023-10-23,8700,Late,11
97158,11772,2023-11-22,2023-11-22,8900,On-Time,0
97159,11772,2023-12-22,2023-12-22,8900,On-Time,0
97160,11772,2024-01-21,2024-01-21,8900,On-Time,0
97161,11772,2024-02-20,2024-02-20,9400,On-Time,0
97162,11772,2024-03-23,2024-03-21,0,Missed,2
97163,11772,2024-04-20,2024-04-20,9800,On-Time,0
97164,11772,2024-06-03,2024-05-20,9800,Late,14
97165,11772,2024-07-09,2024-06-19,8400,Late,20
97166,11772,2024-07-19,2024-07-19,8500,On-Time,0
97167,11772,2024-08-18,2024-08-18,9300,On-Time,0
97168,11773,2025-08-03,2025-08-03,4500,On-Time,0
97169,11773,2025-09-02,2025-09-02,4200,On-Time,0
97170,11773,2025-10-02,2025-10-02,4000,On-Time,0
97171,11773,2025-11-03,2025-11-01,3900,Late,2
97172,11773,2025-12-01,2025-12-01,4400,On-Time,0
97173,11773,2025-12-31,2025-12-31,4600,On-Time,0
97174,11774,2023-12-27,2023-12-23,31400,Late,4
97175,11774,2024-01-22,2024-01-22,34700,On-Time,0
97176,11774,2024-02-21,2024-02-21,36300,On-Time,0
97177,11774,2024-03-22,2024-03-22,34200,On-Time,0
97178,11774,2024-04-21,2024-04-21,37000,On-Time,0
97179,11774,2024-05-21,2024-05-21,34400,On-Time,0
97180,11774,2024-06-20,2024-06-20,32200,On-Time,0
97181,11774,2024-07-20,2024-07-20,30700,On-Time,0
97182,11774,2024-08-19,2024-08-19,31900,On-Time,0
97183,11774,2024-09-18,2024-09-18,32600,On-Time,0
97184,11774,2024-10-23,2024-10-18,0,Missed,5
97185,11774,2024-11-17,2024-11-17,37200,On-Time,0
97186,11775,2024-04-24,2024-04-24,1000,On-Time,0
97187,11775,2024-05-24,2024-05-24,1000,On-Time,0
97188,11775,2024-06-23,2024-06-23,1000,On-Time,0
97189,11775,2024-07-23,2024-07-23,1000,On-Time,0
97190,11775,2024-08-22,2024-08-22,1000,On-Time,0
97191,11775,2024-09-29,2024-09-21,1000,Late,8
97192,11775,2024-10-21,2024-10-21,1000,On-Time,0
97193,11775,2024-11-20,2024-11-20,1000,On-Time,0
97194,11775,2024-12-20,2024-12-20,1000,On-Time,0
97195,11775,2025-01-19,2025-01-19,1000,On-Time,0
97196,11775,2025-03-08,2025-02-18,1000,Late,18
97197,11775,2025-03-20,2025-03-20,1000,On-Time,0
97198,11776,2023-07-04,2023-07-04,2200,On-Time,0
97199,11776,2023-08-03,2023-08-03,2600,On-Time,0
97200,11776,2023-09-02,2023-09-02,2400,On-Time,0
97201,11776,2023-10-02,2023-10-02,2400,On-Time,0
97202,11776,2023-11-12,2023-11-01,0,Missed,11
97203,11776,2023-12-01,2023-12-01,2700,On-Time,0
97204,11776,2023-12-31,2023-12-31,2300,On-Time,0
97205,11776,2024-01-30,2024-01-30,2300,On-Time,0
97206,11776,2024-02-29,2024-02-29,2500,On-Time,0
97207,11776,2024-03-30,2024-03-30,2400,On-Time,0
97208,11776,2024-04-29,2024-04-29,2200,On-Time,0
97209,11776,2024-05-29,2024-05-29,2200,On-Time,0
97210,11777,2023-12-20,2023-12-20,51900,On-Time,0
97211,11777,2024-01-19,2024-01-19,50100,On-Time,0
97212,11777,2024-02-18,2024-02-18,46900,On-Time,0
97213,11777,2024-03-26,2024-03-19,53700,Late,7
97214,11777,2024-04-18,2024-04-18,53600,On-Time,0
97215,11777,2024-05-18,2024-05-18,53800,On-Time,0
97216,11777,2024-06-17,2024-06-17,54400,On-Time,0
97217,11777,2024-07-17,2024-07-17,53100,On-Time,0
97218,11777,2024-08-16,2024-08-16,47000,On-Time,0
97219,11777,2024-09-15,2024-09-15,44700,On-Time,0
97220,11777,2024-10-27,2024-10-15,47300,Late,12
97221,11777,2024-11-14,2024-11-14,49100,On-Time,0
97222,11778,2024-02-27,2024-02-16,0,Missed,11
97223,11778,2024-03-17,2024-03-17,3300,On-Time,0
97224,11778,2024-04-16,2024-04-16,3500,On-Time,0
97225,11778,2024-05-16,2024-05-16,3100,On-Time,0
97226,11778,2024-06-15,2024-06-15,3000,On-Time,0
97227,11778,2024-07-15,2024-07-15,3200,On-Time,0
97228,11778,2024-08-14,2024-08-14,3000,On-Time,0
97229,11778,2024-09-13,2024-09-13,3200,On-Time,0
97230,11778,2024-10-13,2024-10-13,3300,On-Time,0
97231,11778,2024-11-12,2024-11-12,3400,On-Time,0
97232,11778,2024-12-27,2024-12-12,3400,Late,15
97233,11778,2025-01-29,2025-01-11,3400,Late,18
97234,11779,2023-10-12,2023-10-12,58400,On-Time,0
97235,11779,2023-11-11,2023-11-11,59500,On-Time,0
97236,11779,2023-12-11,2023-12-11,65300,On-Time,0
97237,11779,2024-01-10,2024-01-10,59400,On-Time,0
97238,11779,2024-02-26,2024-02-09,0,Missed,17
97239,11779,2024-03-10,2024-03-10,62400,On-Time,0
97240,11779,2024-04-22,2024-04-09,0,Missed,13
97241,11779,2024-05-09,2024-05-09,64000,On-Time,0
97242,11779,2024-06-08,2024-06-08,54900,On-Time,0
97243,11779,2024-07-08,2024-07-08,59300,On-Time,0
97244,11779,2024-08-07,2024-08-07,62000,On-Time,0
97245,11779,2024-09-19,2024-09-06,64300,Late,13
97246,11780,2025-01-27,2025-01-15,7100,Late,12
97247,11780,2025-02-14,2025-02-14,8200,On-Time,0
97248,11780,2025-03-25,2025-03-16,8300,Late,9
97249,11780,2025-04-15,2025-04-15,6900,On-Time,0
97250,11780,2025-05-15,2025-05-15,7600,On-Time,0
97251,11780,2025-06-14,2025-06-14,8200,On-Time,0
97252,11780,2025-08-02,2025-07-14,7800,Late,19
97253,11780,2025-08-13,2025-08-13,7900,On-Time,0
97254,11780,2025-09-12,2025-09-12,7200,On-Time,0
97255,11780,2025-10-12,2025-10-12,8300,On-Time,0
97256,11780,2025-11-11,2025-11-11,7400,On-Time,0
97257,11780,2025-12-11,2025-12-11,7700,On-Time,0
97258,11781,2023-03-19,2023-03-19,3600,On-Time,0
97259,11781,2023-04-18,2023-04-18,3500,On-Time,0
97260,11781,2023-05-18,2023-05-18,3800,On-Time,0
97261,11781,2023-06-17,2023-06-17,3700,On-Time,0
97262,11781,2023-07-17,2023-07-17,3600,On-Time,0
97263,11781,2023-08-16,2023-08-16,3500,On-Time,0
97264,11781,2023-09-15,2023-09-15,3800,On-Time,0
97265,11781,2023-10-15,2023-10-15,3800,On-Time,0
97266,11781,2023-11-14,2023-11-14,3800,On-Time,0
