loan_id,application_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_start_date,loan_end_date,loan_status
11085,8388,4342,105,Education,208000,11.47,240,2023-08-29,2043-05-16,Active
11086,8389,1373,119,Home,371900,15.21,12,2024-03-10,2025-03-05,Active
11087,8390,2095,146,Personal,485700,8.13,60,2023-09-12,2028-08-16,Closed
11088,8391,4274,131,Home,145900,9.93,240,2024-08-17,2044-05-04,Default
11089,8394,5317,128,Home,351800,12.32,12,2025-02-25,2026-02-20,Closed
11090,8395,2183,112,Home,109100,7.04,180,2023-05-25,2038-03-07,Active
11091,8396,3286,142,Auto,321800,14.36,180,2025-05-11,2040-02-22,Active
11092,8398,2754,138,Home,541500,13.48,180,2024-01-23,2038-11-05,Active
11093,8399,3750,144,Personal,645100,9.0,60,2024-01-23,2028-12-27,Closed
11094,8401,2810,136,Auto,419900,9.62,60,2025-12-07,2030-11-11,Closed
11095,8402,3397,119,Home,373300,9.6,12,2023-04-22,2024-04-16,Closed
11096,8403,1322,130,Education,149800,14.32,180,2025-06-12,2040-03-25,Closed
11097,8404,2204,108,Home,297200,9.73,24,2024-02-10,2026-01-30,Closed
11098,8405,4672,131,Business,241600,9.37,240,2025-04-09,2044-12-25,Default
11099,8406,5873,133,Home,795800,13.29,240,2025-03-08,2044-11-23,Active
11100,8410,4691,148,Personal,1153500,11.92,240,2025-01-14,2044-10-01,Closed
11101,8412,4598,102,Personal,516200,10.05,180,2025-10-11,2040-07-24,Default
11102,8414,3578,109,Business,131400,11.9,120,2024-02-08,2033-12-17,Active
11103,8416,5386,138,Home,1743100,14.82,36,2024-07-06,2027-06-21,Closed
11104,8417,3899,139,Personal,46300,10.83,24,2025-02-09,2027-01-30,Closed
11105,8418,4625,102,Auto,323200,7.04,240,2023-09-17,2043-06-04,Active
11106,8419,3167,126,Personal,579700,13.24,84,2023-04-05,2030-02-27,Closed
11107,8422,1218,134,Personal,635000,15.49,48,2023-04-04,2027-03-14,Closed
11108,8423,5821,131,Home,666300,7.45,240,2024-12-07,2044-08-24,Active
11109,8424,3864,122,Auto,1189600,12.2,84,2024-06-02,2031-04-27,Closed
11110,8425,4084,113,Personal,880700,10.39,60,2025-01-27,2030-01-01,Default
11111,8426,5033,118,Home,383100,11.8,48,2024-11-28,2028-11-07,Active
11112,8427,4854,127,Auto,1333200,9.62,180,2024-09-11,2039-06-25,Closed
11113,8428,3368,108,Auto,105300,13.4,36,2023-03-21,2026-03-05,Closed
11114,8429,3074,138,Auto,1283700,7.79,120,2023-03-20,2033-01-26,Active
11115,8433,5247,143,Education,1271600,7.76,12,2023-07-19,2024-07-13,Closed
11116,8434,1463,145,Business,448700,11.59,84,2025-06-18,2032-05-12,Closed
11117,8439,1511,146,Home,1071800,9.73,240,2025-03-19,2044-12-04,Active
11118,8440,5869,142,Personal,713100,14.85,84,2025-03-31,2032-02-23,Closed
11119,8442,4762,145,Personal,121600,8.64,36,2024-02-17,2027-02-01,Active
11120,8444,5066,101,Auto,367000,13.59,48,2024-07-03,2028-06-12,Default
11121,8447,3767,135,Auto,2361000,15.28,240,2023-11-28,2043-08-15,Closed
11122,8448,5571,114,Business,556600,9.78,180,2023-04-20,2038-01-31,Closed
11123,8449,2609,107,Personal,458800,14.8,48,2025-11-25,2029-11-04,Active
11124,8450,2691,102,Business,92100,9.69,120,2023-12-15,2033-10-23,Active
11125,8451,1770,107,Auto,348000,11.71,12,2024-03-27,2025-03-22,Active
11126,8453,3395,107,Personal,243200,7.0,84,2024-03-30,2031-02-22,Active
11127,8454,1808,105,Home,831300,9.25,180,2025-07-10,2040-04-22,Active
11128,8459,4062,147,Personal,386900,7.45,60,2025-05-17,2030-04-21,Closed
11129,8461,1115,140,Auto,273300,7.25,12,2023-05-12,2024-05-06,Active
11130,8463,5036,108,Personal,197900,15.46,120,2023-05-11,2033-03-19,Default
11131,8465,2743,123,Business,301600,13.5,24,2024-01-05,2025-12-25,Active
11132,8467,4550,131,Auto,405000,9.86,12,2024-04-16,2025-04-11,Active
11133,8469,5162,119,Home,342900,12.79,48,2025-11-15,2029-10-25,Active
11134,8470,5304,128,Home,396200,11.48,180,2023-09-01,2038-06-14,Closed
11135,8471,1278,125,Business,1618400,14.8,60,2023-08-19,2028-07-23,Closed
11136,8472,5721,133,Education,978300,9.12,12,2025-01-01,2025-12-27,Closed
11137,8473,1139,138,Business,158100,11.36,12,2024-01-10,2025-01-04,Active
11138,8474,1676,131,Education,1196600,7.06,120,2025-03-14,2035-01-21,Active
11139,8475,3380,107,Home,195400,13.18,84,2023-12-01,2030-10-25,Closed
11140,8476,3595,130,Personal,1077400,11.91,12,2024-08-20,2025-08-15,Closed
11141,8478,2837,118,Education,306000,12.3,240,2023-10-10,2043-06-27,Closed
11142,8479,3937,112,Home,958100,13.17,60,2024-02-10,2029-01-14,Active
11143,8481,3880,104,Auto,561100,10.24,12,2023-11-27,2024-11-21,Active
11144,8482,5367,125,Auto,238700,8.33,120,2023-10-28,2033-09-05,Active
11145,8483,3348,125,Business,511200,8.57,36,2024-03-06,2027-02-19,Active
11146,8484,2066,149,Auto,132500,13.22,24,2025-03-27,2027-03-17,Active
11147,8486,2621,114,Personal,857200,15.45,84,2024-08-24,2031-07-19,Closed
11148,8489,4044,101,Home,733900,10.82,24,2025-01-01,2026-12-22,Closed
11149,8492,1730,115,Personal,983900,8.46,84,2025-08-16,2032-07-10,Active
11150,8494,2394,136,Auto,39400,7.59,180,2025-03-09,2039-12-21,Active
11151,8497,1040,114,Business,423900,11.09,84,2024-10-07,2031-09-01,Active
11152,8498,1769,139,Personal,262900,13.09,36,2023-02-14,2026-01-29,Closed
11153,8500,1518,110,Auto,406700,12.12,180,2023-07-25,2038-05-07,Closed
11154,8501,5703,111,Home,313700,9.48,36,2024-10-17,2027-10-02,Closed
11155,8504,5936,116,Personal,478000,12.05,24,2023-11-17,2025-11-06,Active
11156,8505,2930,150,Business,1388200,11.62,36,2024-01-22,2027-01-06,Default
11157,8506,5325,102,Personal,877500,8.84,60,2023-08-29,2028-08-02,Active
11158,8507,5839,132,Education,495700,10.48,180,2025-06-02,2040-03-15,Closed
11159,8508,5550,104,Auto,222700,14.44,12,2025-06-18,2026-06-13,Closed
11160,8509,5459,137,Home,1068200,13.4,84,2023-02-07,2030-01-01,Closed
11161,8511,5490,120,Home,347800,14.9,240,2023-10-25,2043-07-12,Closed
11162,8514,1601,118,Home,84400,14.58,180,2025-05-30,2040-03-12,Active
11163,8515,5700,109,Personal,911400,9.1,24,2025-03-01,2027-02-19,Closed
11164,8518,5843,148,Education,630900,14.33,180,2025-01-31,2039-11-14,Closed
11165,8520,1495,146,Auto,491300,12.23,84,2025-06-11,2032-05-05,Closed
11166,8523,3195,138,Personal,1272200,15.18,60,2024-02-01,2029-01-05,Active
11167,8524,4996,149,Education,322600,8.66,24,2025-11-09,2027-10-30,Closed
11168,8525,2732,118,Auto,697300,9.92,24,2024-05-05,2026-04-25,Active
11169,8527,3902,139,Auto,727100,10.41,84,2023-09-12,2030-08-06,Default
11170,8528,5428,130,Personal,830700,7.2,24,2023-10-16,2025-10-05,Active
11171,8529,1776,148,Personal,249500,11.08,12,2024-01-24,2025-01-18,Active
11172,8530,4516,126,Education,614300,15.02,60,2025-04-15,2030-03-20,Active
11173,8531,1442,143,Personal,269300,13.93,120,2023-07-26,2033-06-03,Closed
11174,8533,1411,130,Auto,326600,8.69,60,2024-09-08,2029-08-13,Active
11175,8535,1109,117,Personal,919500,9.4,36,2024-12-30,2027-12-15,Active
11176,8536,5641,144,Business,89700,15.3,24,2023-04-11,2025-03-31,Active
11177,8538,5782,114,Home,2097000,7.51,36,2024-11-20,2027-11-05,Active
11178,8541,3460,128,Personal,892700,10.86,84,2023-10-20,2030-09-13,Closed
11179,8542,2727,125,Personal,2504000,14.54,180,2023-03-20,2037-12-31,Active
11180,8544,1484,132,Auto,499500,12.93,84,2023-09-16,2030-08-10,Closed
11181,8545,5140,112,Personal,287700,15.35,240,2023-06-03,2043-02-18,Active
11182,8547,1607,115,Home,711800,15.29,240,2024-11-08,2044-07-26,Active
11183,8550,4831,147,Home,424200,13.39,36,2024-10-13,2027-09-28,Active
11184,8551,1435,106,Home,1165200,11.13,120,2024-04-12,2034-02-19,Closed
11185,8552,5219,140,Auto,54900,12.3,180,2024-02-27,2038-12-10,Closed
11186,8554,2818,102,Home,306600,13.75,36,2025-05-16,2028-04-30,Closed
11187,8555,5722,135,Personal,4918900,9.49,60,2023-03-09,2028-02-11,Active
11188,8556,1952,131,Auto,95000,10.9,36,2025-09-09,2028-08-24,Active
11189,8557,3807,145,Education,615800,12.67,120,2024-10-29,2034-09-07,Closed
11190,8558,1876,106,Business,475100,9.31,60,2025-05-04,2030-04-08,Closed
11191,8560,5781,106,Business,334800,12.59,12,2023-11-24,2024-11-18,Active
11192,8564,3946,150,Home,328300,8.24,12,2024-01-31,2025-01-25,Closed
11193,8565,5218,102,Business,711900,10.57,240,2026-01-10,2045-09-27,Active
11194,8569,3884,110,Auto,444000,7.87,60,2023-10-04,2028-09-07,Closed
11195,8570,5639,126,Auto,436800,14.17,24,2025-12-29,2027-12-19,Active
11196,8573,2199,137,Home,106500,9.57,48,2024-12-10,2028-11-19,Default
11197,8575,2745,139,Personal,743700,14.87,60,2025-09-28,2030-09-02,Closed
11198,8576,2760,144,Personal,79900,13.7,240,2025-06-09,2045-02-24,Active
11199,8577,4091,106,Auto,337300,9.68,24,2024-10-23,2026-10-13,Active
11200,8578,2753,120,Home,1747300,12.13,48,2025-06-30,2029-06-09,Active
11201,8581,2077,121,Personal,402400,10.75,180,2025-07-10,2040-04-22,Closed
11202,8582,2022,110,Auto,481200,13.85,36,2024-03-10,2027-02-23,Active
11203,8583,1992,124,Home,194200,12.83,24,2023-08-31,2025-08-20,Closed
11204,8584,1587,115,Business,206000,12.56,36,2025-02-06,2028-01-22,Active
11205,8585,1558,144,Auto,176600,13.17,120,2023-05-22,2033-03-30,Closed
11206,8587,2572,134,Personal,142700,10.58,240,2024-03-25,2043-12-11,Active
11207,8589,1642,138,Education,722000,10.52,60,2024-02-01,2029-01-05,Closed
11208,8593,4194,112,Education,557200,9.99,24,2023-11-14,2025-11-03,Closed
11209,8594,3407,148,Business,948300,8.36,120,2025-05-11,2035-03-20,Active
11210,8596,5042,130,Home,1352500,10.08,36,2025-04-16,2028-03-31,Closed
11211,8598,4186,113,Business,543200,12.37,120,2023-04-05,2033-02-11,Closed
11212,8599,1419,128,Home,744500,9.67,84,2024-05-05,2031-03-30,Active
11213,8600,5619,117,Education,153500,8.65,12,2024-11-16,2025-11-11,Closed
11214,8602,1811,106,Business,141500,15.14,60,2023-09-29,2028-09-02,Active
11215,8607,5101,142,Personal,350500,11.95,12,2024-04-20,2025-04-15,Active
11216,8609,2976,102,Business,626200,7.27,120,2025-04-12,2035-02-19,Active
11217,8610,3005,114,Business,967000,13.64,84,2024-02-26,2031-01-20,Closed
11218,8611,3610,124,Personal,172400,12.73,240,2024-05-15,2044-01-31,Active
11219,8615,1826,101,Auto,753600,10.31,48,2024-06-30,2028-06-09,Active
11220,8618,1430,134,Auto,86000,12.93,240,2023-11-14,2043-08-01,Active
11221,8619,4914,107,Auto,1855600,14.77,60,2024-09-02,2029-08-07,Closed
11222,8620,4722,110,Auto,1791700,8.83,60,2024-03-22,2029-02-24,Default
11223,8623,3750,116,Home,366300,11.49,60,2024-04-10,2029-03-15,Default
11224,8624,4672,119,Education,639300,13.56,60,2023-09-22,2028-08-26,Active
11225,8625,5601,126,Personal,367200,7.71,120,2024-07-20,2034-05-29,Closed
11226,8627,2419,148,Home,739400,13.39,12,2025-12-20,2026-12-15,Closed
11227,8630,3102,144,Business,1150700,13.49,120,2024-03-05,2034-01-12,Closed
11228,8631,3031,147,Business,159700,11.7,120,2025-04-13,2035-02-20,Active
11229,8633,1979,136,Personal,391000,13.67,60,2025-10-02,2030-09-06,Closed
11230,8635,1135,140,Education,1220900,12.7,36,2025-05-10,2028-04-24,Active
11231,8636,3621,142,Home,771300,9.76,120,2023-07-14,2033-05-22,Default
11232,8638,3306,138,Personal,315400,8.24,60,2024-08-25,2029-07-30,Active
11233,8642,2689,134,Personal,106400,15.18,48,2024-09-16,2028-08-26,Active
11234,8644,4253,128,Auto,323100,11.89,240,2024-04-04,2043-12-21,Active
11235,8645,1381,116,Personal,214000,13.06,48,2024-03-11,2028-02-19,Active
11236,8648,5763,144,Home,513500,11.6,60,2023-06-12,2028-05-16,Default
11237,8649,4391,123,Home,522200,13.32,84,2025-04-06,2032-02-29,Active
11238,8652,5624,123,Personal,660500,8.3,84,2024-05-15,2031-04-09,Default
11239,8653,2525,150,Business,1066000,8.88,24,2024-09-11,2026-09-01,Closed
11240,8654,2053,145,Personal,2722800,14.26,36,2025-02-27,2028-02-12,Active
11241,8656,3056,108,Personal,1807300,7.46,180,2024-11-11,2039-08-25,Active
11242,8658,4375,109,Auto,713700,10.88,240,2023-11-28,2043-08-15,Active
11243,8659,4871,126,Education,408000,8.62,84,2025-05-05,2032-03-29,Closed
11244,8660,5218,109,Home,1285200,11.84,12,2023-12-18,2024-12-12,Closed
11245,8661,5322,109,Home,327900,10.96,24,2024-02-24,2026-02-13,Active
11246,8662,5125,139,Personal,2625300,13.28,36,2023-05-15,2026-04-29,Closed
11247,8663,1588,120,Personal,468800,9.62,24,2024-12-30,2026-12-20,Closed
11248,8666,2075,105,Home,750700,10.58,60,2024-03-06,2029-02-08,Closed
11249,8668,3181,114,Personal,680600,8.99,84,2025-07-25,2032-06-18,Closed
11250,8669,4264,125,Personal,308400,7.87,48,2025-01-20,2028-12-30,Active
11251,8670,1528,118,Personal,1634100,8.93,12,2024-06-24,2025-06-19,Active
11252,8672,4156,132,Business,208500,14.64,120,2024-04-14,2034-02-21,Active
11253,8673,1896,145,Personal,421600,11.11,180,2024-08-28,2039-06-11,Closed
11254,8674,5003,146,Auto,355300,11.57,48,2024-10-02,2028-09-11,Active
11255,8675,4759,147,Personal,551500,13.3,240,2025-10-09,2045-06-26,Active
11256,8676,2527,123,Personal,120700,14.35,48,2025-01-25,2029-01-04,Closed
11257,8677,1604,138,Business,118800,7.2,36,2025-05-13,2028-04-27,Active
11258,8678,1803,115,Auto,1015200,8.06,12,2023-06-25,2024-06-19,Closed
11259,8679,2086,138,Personal,165100,10.63,24,2025-11-27,2027-11-17,Active
11260,8681,5589,112,Home,222900,8.7,24,2025-03-15,2027-03-05,Closed
11261,8682,1143,117,Home,218800,11.03,24,2023-07-06,2025-06-25,Active
11262,8685,5219,134,Personal,305700,12.23,180,2025-02-05,2039-11-19,Default
11263,8686,2522,123,Personal,937200,11.17,24,2025-02-25,2027-02-15,Closed
11264,8687,2909,136,Business,903300,12.77,12,2024-09-09,2025-09-04,Closed
11265,8690,1754,118,Auto,512200,7.16,60,2025-02-11,2030-01-16,Closed
11266,8691,5360,132,Personal,1316700,11.6,84,2023-06-16,2030-05-10,Active
11267,8692,3042,140,Personal,289000,13.12,36,2025-08-30,2028-08-14,Active
11268,8693,5184,146,Home,3563800,15.47,84,2024-02-14,2031-01-08,Active
11269,8695,2261,141,Auto,262300,7.89,60,2023-03-30,2028-03-03,Closed
11270,8697,2595,126,Education,1592000,7.1,84,2023-05-26,2030-04-19,Active
11271,8700,2596,149,Personal,132000,9.47,36,2023-05-03,2026-04-17,Closed
11272,8701,4241,148,Business,281600,9.79,48,2023-12-31,2027-12-10,Closed
11273,8703,3380,116,Business,1545700,13.87,36,2025-03-09,2028-02-22,Closed
11274,8705,4510,112,Personal,3134100,9.14,240,2023-10-05,2043-06-22,Closed
11275,8707,5237,132,Home,651100,9.09,24,2023-12-31,2025-12-20,Active
11276,8711,4979,122,Home,360700,14.4,60,2025-02-14,2030-01-19,Closed
11277,8714,1854,122,Personal,1663800,10.65,60,2024-12-12,2029-11-16,Active
11278,8715,4182,124,Business,430800,12.59,60,2023-02-19,2028-01-24,Default
11279,8718,3462,129,Home,750100,8.77,12,2025-03-01,2026-02-24,Active
11280,8719,4080,140,Auto,1179700,12.12,120,2023-07-20,2033-05-28,Closed
11281,8720,4013,143,Personal,468400,14.6,240,2024-03-12,2043-11-28,Active
11282,8723,4648,135,Personal,730300,13.22,240,2024-02-14,2043-11-01,Closed
11283,8724,4974,120,Personal,296600,8.19,24,2025-10-13,2027-10-03,Active
11284,8726,5374,144,Home,322000,8.12,36,2024-12-01,2027-11-16,Closed
11285,8730,5175,113,Education,174700,7.87,240,2024-12-12,2044-08-29,Active
11286,8731,2976,105,Home,408000,14.81,120,2023-03-22,2033-01-28,Active
11287,8734,5191,138,Auto,972400,12.18,60,2025-08-24,2030-07-29,Active
11288,8738,2959,118,Personal,67200,7.15,12,2023-02-10,2024-02-05,Closed
11289,8739,5867,112,Home,246700,14.13,36,2025-12-24,2028-12-08,Closed
11290,8740,5830,148,Auto,686500,9.78,24,2024-09-28,2026-09-18,Closed
11291,8741,3653,130,Home,126200,12.75,48,2024-07-04,2028-06-13,Closed
11292,8742,4306,101,Home,408500,14.24,240,2024-05-28,2044-02-13,Closed
11293,8746,2592,144,Education,132200,13.41,84,2024-10-25,2031-09-19,Closed
11294,8749,4547,131,Business,1258400,13.98,240,2025-10-16,2045-07-03,Active
11295,8750,1794,115,Home,791800,13.84,24,2023-10-30,2025-10-19,Closed
11296,8752,5729,119,Auto,710600,8.27,24,2024-11-30,2026-11-20,Closed
11297,8753,4397,146,Business,748800,10.3,24,2025-09-29,2027-09-19,Active
11298,8754,3123,105,Home,122800,14.77,48,2024-08-17,2028-07-27,Active
11299,8755,5233,116,Personal,49000,7.8,36,2025-01-29,2028-01-14,Active
11300,8756,3309,143,Business,122500,15.3,84,2023-12-20,2030-11-13,Active
11301,8757,4284,144,Personal,256300,8.92,180,2023-07-09,2038-04-21,Closed
11302,8759,1798,106,Auto,471900,12.25,48,2025-06-21,2029-05-31,Active
11303,8761,4557,110,Auto,665300,9.78,84,2025-03-12,2032-02-04,Default
11304,8762,2568,116,Home,71800,15.35,120,2024-05-16,2034-03-25,Active
11305,8763,5312,105,Home,736900,11.46,36,2024-04-28,2027-04-13,Closed
11306,8764,5881,144,Personal,258700,8.27,240,2024-03-17,2043-12-03,Active
11307,8767,1383,101,Business,126100,14.2,48,2023-10-19,2027-09-28,Closed
11308,8769,3202,105,Education,159300,10.41,180,2023-02-23,2037-12-06,Closed
11309,8770,4754,112,Personal,541100,14.24,36,2025-09-26,2028-09-10,Closed
11310,8774,1519,148,Personal,437100,10.77,36,2023-07-01,2026-06-15,Active
11311,8775,1236,138,Education,865200,14.93,180,2023-05-10,2038-02-20,Closed
11312,8776,5394,137,Home,119700,7.47,240,2023-03-07,2042-11-22,Active
11313,8778,3171,120,Auto,926400,15.36,36,2025-10-07,2028-09-21,Active
11314,8781,2978,108,Auto,255800,10.94,48,2025-11-18,2029-10-28,Default
11315,8782,2289,108,Auto,264500,10.14,240,2023-03-06,2042-11-21,Active
11316,8783,4180,107,Auto,489500,7.35,60,2024-05-07,2029-04-11,Default
11317,8784,2198,130,Personal,503700,8.94,12,2023-06-02,2024-05-27,Closed
11318,8785,4177,144,Education,253900,9.66,240,2023-07-28,2043-04-14,Active
11319,8786,4933,119,Home,932500,13.19,48,2023-06-01,2027-05-11,Closed
11320,8787,2718,125,Auto,833200,12.93,12,2025-10-27,2026-10-22,Closed
11321,8790,3902,115,Home,2757100,14.53,240,2025-07-20,2045-04-06,Closed
11322,8791,2552,149,Personal,381100,14.99,24,2023-04-06,2025-03-26,Active
11323,8792,3989,101,Business,408300,13.18,240,2023-03-19,2042-12-04,Active
11324,8793,1544,125,Auto,212500,12.87,240,2024-06-08,2044-02-24,Active
11325,8796,4178,135,Personal,361000,14.65,180,2023-07-23,2038-05-05,Active
11326,8797,1994,128,Education,578400,8.11,24,2024-04-20,2026-04-10,Active
11327,8798,5977,121,Personal,463600,7.66,60,2025-11-01,2030-10-06,Closed
11328,8799,2532,123,Auto,168800,13.02,240,2025-10-19,2045-07-06,Active
11329,8800,4004,129,Auto,1948000,9.63,60,2024-02-24,2029-01-28,Closed
11330,8801,5387,133,Personal,3068900,10.61,36,2023-07-12,2026-06-26,Closed
11331,8803,4516,126,Home,2042800,12.17,180,2024-02-19,2038-12-02,Active
11332,8804,2573,146,Home,383300,15.08,36,2024-10-10,2027-09-25,Active
11333,8805,2933,113,Home,1786600,14.42,24,2024-07-14,2026-07-04,Active
11334,8806,1912,104,Home,1356900,13.24,24,2024-03-10,2026-02-28,Active
11335,8808,5412,133,Home,698300,10.66,12,2024-10-08,2025-10-03,Closed
11336,8809,4725,110,Business,1029400,13.74,120,2025-02-10,2034-12-20,Active
11337,8810,5031,139,Personal,2271100,8.53,84,2025-01-21,2031-12-16,Closed
11338,8811,4312,120,Personal,3239300,13.86,48,2025-12-04,2029-11-13,Closed
11339,8812,1156,138,Home,2095400,11.04,60,2025-08-15,2030-07-20,Active
11340,8815,3036,150,Auto,530600,9.22,84,2023-05-12,2030-04-05,Active
11341,8816,3730,131,Home,207100,10.94,12,2023-05-28,2024-05-22,Active
11342,8817,3333,113,Auto,738100,13.7,12,2025-07-27,2026-07-22,Closed
11343,8818,2698,134,Home,392300,12.59,60,2025-07-03,2030-06-07,Default
11344,8820,1878,111,Business,171600,8.16,120,2024-09-15,2034-07-25,Closed
11345,8821,3316,127,Education,467200,12.88,12,2025-04-01,2026-03-27,Active
11346,8822,3996,107,Education,177100,14.08,12,2024-05-09,2025-05-04,Default
11347,8823,2115,149,Auto,2480600,8.28,60,2023-06-17,2028-05-21,Closed
11348,8825,4011,115,Education,968800,7.52,180,2024-05-25,2039-03-08,Closed
11349,8826,1357,111,Personal,127100,7.48,48,2024-07-29,2028-07-08,Active
11350,8829,4380,102,Home,1847300,7.19,12,2024-02-06,2025-01-31,Default
11351,8832,2341,111,Auto,335700,7.15,36,2023-03-19,2026-03-03,Active
11352,8835,5680,146,Education,709100,13.84,48,2025-02-08,2029-01-18,Closed
11353,8837,2437,141,Personal,411000,13.28,48,2024-07-27,2028-07-06,Default
11354,8839,1361,145,Personal,460500,15.0,84,2025-01-20,2031-12-15,Closed
11355,8840,5610,141,Home,599500,10.02,240,2025-04-19,2045-01-04,Active
11356,8841,4008,125,Home,933100,13.03,24,2025-01-04,2026-12-25,Closed
11357,8842,4574,115,Home,1049500,10.49,24,2023-10-13,2025-10-02,Closed
11358,8843,4558,102,Auto,333700,11.76,60,2025-03-05,2030-02-07,Active
11359,8844,1870,122,Auto,924200,10.73,60,2025-05-09,2030-04-13,Default
11360,8845,1877,110,Auto,2131400,10.53,36,2023-11-22,2026-11-06,Active
11361,8846,4765,136,Business,2526900,9.09,240,2025-06-25,2045-03-12,Closed
11362,8849,2820,106,Auto,969200,11.94,84,2023-11-09,2030-10-03,Active
11363,8851,5575,132,Auto,642500,9.22,240,2024-12-18,2044-09-04,Closed
11364,8852,1002,113,Home,404100,8.19,120,2023-06-29,2033-05-07,Default
11365,8853,2693,132,Education,929000,13.37,24,2025-05-09,2027-04-29,Active
11366,8856,3305,136,Personal,285100,12.49,12,2024-10-15,2025-10-10,Closed
11367,8858,4058,102,Personal,288100,9.49,180,2023-04-03,2038-01-14,Active
11368,8859,4157,113,Personal,1531300,12.36,48,2023-08-03,2027-07-13,Active
11369,8860,4315,142,Home,135400,7.23,120,2024-04-09,2034-02-16,Default
11370,8862,5881,107,Business,593600,15.4,48,2023-03-17,2027-02-24,Closed
11371,8863,5534,132,Personal,258000,8.48,24,2024-05-06,2026-04-26,Active
11372,8865,1479,137,Home,428700,15.0,120,2024-09-29,2034-08-08,Default
11373,8866,4068,136,Personal,398400,7.58,120,2025-08-30,2035-07-09,Active
11374,8867,5516,129,Home,1876400,13.02,36,2025-04-04,2028-03-19,Default
11375,8869,4812,139,Personal,92500,8.89,36,2024-10-29,2027-10-14,Active
11376,8871,4459,142,Education,1292700,15.2,24,2025-09-01,2027-08-22,Closed
11377,8874,2406,111,Personal,984200,9.68,240,2023-09-15,2043-06-02,Closed
11378,8875,2499,112,Home,705700,7.34,36,2023-09-15,2026-08-30,Closed
11379,8877,5832,150,Home,601300,7.28,48,2023-09-26,2027-09-05,Default
11380,8878,5443,136,Home,300000,14.27,24,2024-11-20,2026-11-10,Active
11381,8879,2223,127,Education,514700,7.59,120,2024-10-07,2034-08-16,Active
11382,8880,4303,127,Business,40400,14.04,120,2024-05-16,2034-03-25,Active
11383,8881,4506,130,Home,130200,8.28,12,2023-08-23,2024-08-17,Active
11384,8882,4404,101,Education,370700,9.35,36,2025-09-29,2028-09-13,Closed
11385,8883,2360,126,Personal,598900,15.34,240,2023-05-27,2043-02-11,Closed
11386,8885,2258,135,Business,464000,13.16,12,2025-11-27,2026-11-22,Closed
11387,8886,4441,108,Auto,252000,8.24,120,2023-10-17,2033-08-25,Active
11388,8887,5899,128,Education,211800,9.3,240,2024-04-16,2044-01-02,Active
11389,8888,4611,104,Education,1047000,11.04,180,2025-11-23,2040-09-05,Active
11390,8889,2339,131,Auto,214500,14.52,12,2024-08-02,2025-07-28,Active
11391,8890,1170,112,Education,185300,13.04,60,2024-08-03,2029-07-08,Active
11392,8891,4509,117,Auto,4220800,12.91,36,2025-03-27,2028-03-11,Active
11393,8894,5396,137,Personal,319200,10.06,84,2023-05-22,2030-04-15,Closed
11394,8898,4909,149,Home,2697500,12.56,24,2024-10-26,2026-10-16,Active
11395,8899,5284,118,Home,137600,8.47,180,2024-08-24,2039-06-07,Active
11396,8902,3691,134,Home,823100,11.84,60,2025-09-07,2030-08-12,Default
11397,8903,3526,122,Home,1878900,11.76,120,2024-10-20,2034-08-29,Default
11398,8905,4845,148,Business,1909200,12.85,180,2025-06-20,2040-04-02,Closed
11399,8906,3908,112,Home,378300,9.06,36,2025-11-23,2028-11-07,Active
11400,8908,2750,141,Auto,66600,7.99,12,2025-07-22,2026-07-17,Active
11401,8909,2542,135,Home,908000,15.22,180,2025-02-28,2039-12-12,Default
11402,8912,5215,113,Business,1182100,8.3,36,2025-01-14,2027-12-30,Active
11403,8913,2472,126,Personal,400700,9.87,180,2024-06-05,2039-03-19,Active
11404,8915,5063,134,Personal,1861100,14.4,240,2023-02-05,2042-10-23,Closed
11405,8916,1581,113,Business,351800,12.05,120,2023-02-02,2032-12-11,Closed
11406,8917,4961,148,Auto,332100,8.83,60,2025-02-17,2030-01-22,Active
11407,8919,3324,103,Home,1070300,11.08,60,2024-07-29,2029-07-03,Closed
11408,8922,2689,136,Personal,232400,14.15,24,2023-07-27,2025-07-16,Closed
11409,8923,3416,138,Home,611200,15.41,180,2024-05-14,2039-02-25,Closed
11410,8926,4552,148,Home,556800,12.47,48,2023-02-20,2027-01-30,Default
11411,8927,1925,135,Personal,746700,9.16,24,2025-02-04,2027-01-25,Active
11412,8928,4395,142,Personal,439700,13.91,60,2024-05-16,2029-04-20,Closed
11413,8929,2571,105,Home,314800,13.87,24,2023-04-24,2025-04-13,Active
11414,8931,5367,137,Personal,218400,14.56,180,2024-01-24,2038-11-06,Active
11415,8932,3355,150,Business,719700,8.16,180,2024-12-30,2039-10-13,Default
11416,8934,1957,123,Home,1098500,10.1,180,2024-10-03,2039-07-17,Closed
11417,8935,1259,144,Business,1355300,8.99,120,2024-09-30,2034-08-09,Closed
11418,8936,5021,134,Education,838500,8.84,48,2024-08-01,2028-07-11,Closed
11419,8937,4619,107,Personal,118000,10.11,120,2023-08-24,2033-07-02,Active
11420,8938,5616,128,Personal,216900,7.4,120,2023-07-19,2033-05-27,Active
11421,8939,2456,131,Business,186800,14.21,12,2024-04-18,2025-04-13,Active
11422,8940,5867,141,Personal,149300,14.24,120,2024-07-10,2034-05-19,Active
11423,8941,4382,110,Personal,339800,15.02,24,2023-05-11,2025-04-30,Closed
