application_id,customer_id,application_date,loan_type,requested_amount,approval_status,rejection_reason
8820,1878,2024-09-11,Business,214900,Approved,
8821,3316,2025-03-02,Education,478300,Approved,
8822,3996,2024-04-11,Education,222200,Approved,
8823,2115,2023-06-03,Auto,2748500,Approved,
8824,2320,2023-08-13,Home,543100,Pending,
8825,4011,2024-05-18,Education,1091600,Approved,
8826,1357,2024-07-19,Personal,152700,Approved,
8827,3993,2024-11-03,Business,545500,Pending,
8828,2946,2025-12-16,Auto,119500,Pending,
8829,4380,2024-01-28,Home,2074800,Approved,
8830,1318,2023-04-11,Home,571400,Rejected,Insufficient Income
8831,2861,2023-07-22,Auto,1034300,Rejected,High Existing Debt
8832,2341,2023-02-28,Auto,346100,Approved,
8833,3900,2023-01-16,Business,916600,Rejected,Insufficient Income
8834,2020,2025-06-19,Home,2941200,Pending,
8835,5680,2025-02-04,Education,851700,Approved,
8836,1988,2025-06-24,Personal,461300,Pending,
8837,2437,2024-07-23,Personal,423100,Approved,
8838,2074,2024-08-04,Personal,131500,Rejected,Incomplete Documents
8839,1361,2025-01-10,Personal,601400,Approved,
8840,5610,2025-04-17,Home,678600,Approved,
8841,4008,2025-01-02,Home,1133400,Approved,
8842,4574,2023-10-08,Home,1068100,Approved,
8843,4558,2025-02-17,Auto,438100,Approved,
8844,1870,2025-05-02,Auto,1224600,Approved,
8845,1877,2023-11-15,Auto,2237900,Approved,
8846,4765,2025-06-14,Business,2702800,Approved,
8847,5956,2024-10-27,Personal,385800,Rejected,Insufficient Income
8848,4795,2025-11-30,Education,641100,Rejected,Insufficient Income
8849,2820,2023-11-05,Auto,1228700,Approved,
8850,3432,2025-09-23,Business,211200,Rejected,Insufficient Income
8851,5575,2024-12-15,Auto,651900,Approved,
8852,1002,2023-06-01,Home,417300,Approved,
8853,2693,2025-04-28,Education,1145900,Approved,
8854,5916,2024-03-31,Personal,413500,Rejected,High Existing Debt
8855,3190,2023-04-04,Personal,522800,Pending,
8856,3305,2024-10-01,Personal,309500,Approved,
8857,4003,2024-08-07,Education,63200,Rejected,Insufficient Income
8858,4058,2023-03-24,Personal,336100,Approved,
8859,4157,2023-07-11,Personal,1720200,Approved,
8860,4315,2024-03-31,Home,142900,Approved,
8861,5011,2025-05-29,Personal,750600,Rejected,High Existing Debt
8862,5881,2023-02-15,Business,654000,Approved,
8863,5534,2024-04-06,Personal,333500,Approved,
8864,2295,2025-01-01,Personal,1340200,Rejected,High Existing Debt
8865,1479,2024-09-02,Home,475500,Approved,
8866,4068,2025-08-24,Personal,500300,Approved,
8867,5516,2025-03-08,Home,2178200,Approved,
8868,5878,2023-04-11,Home,84400,Rejected,Low Credit Score
8869,4812,2024-10-17,Personal,109100,Approved,
8870,5571,2023-08-23,Home,2503800,Pending,
8871,4459,2025-08-18,Education,1676800,Approved,
8872,1868,2025-04-08,Auto,1500300,Pending,
8873,4462,2025-08-16,Education,7921200,Rejected,Low Credit Score
8874,2406,2023-09-02,Personal,1270300,Approved,
8875,2499,2023-09-05,Home,745300,Approved,
8876,1534,2025-10-11,Auto,176000,Rejected,Incomplete Documents
8877,5832,2023-09-20,Home,672600,Approved,
8878,5443,2024-11-14,Home,302000,Approved,
8879,2223,2024-09-09,Education,521000,Approved,
8880,4303,2024-04-27,Business,50600,Approved,
8881,4506,2023-07-27,Home,135100,Approved,
8882,4404,2025-09-02,Education,445800,Approved,
8883,2360,2023-05-16,Personal,755200,Approved,
8884,5805,2023-08-11,Personal,308900,Rejected,High Existing Debt
8885,2258,2025-11-09,Business,537700,Approved,
8886,4441,2023-10-13,Auto,306800,Approved,
8887,5899,2024-03-21,Education,241500,Approved,
8888,4611,2025-11-15,Education,1148100,Approved,
8889,2339,2024-07-26,Auto,259800,Approved,
8890,1170,2024-07-10,Education,209100,Approved,
8891,4509,2025-03-24,Auto,4656500,Approved,
8892,2318,2025-03-02,Personal,807200,Rejected,High Existing Debt
8893,4435,2023-11-29,Home,733500,Rejected,Incomplete Documents
8894,5396,2023-04-25,Personal,353100,Approved,
8895,4062,2025-11-05,Personal,1183100,Pending,
8896,4786,2023-05-24,Auto,597500,Rejected,Insufficient Income
8897,5173,2025-04-13,Personal,208700,Rejected,Incomplete Documents
8898,4909,2024-10-02,Home,2749400,Approved,
8899,5284,2024-08-08,Home,150900,Approved,
8900,1763,2025-11-03,Home,984900,Rejected,Insufficient Income
8901,1900,2023-07-28,Personal,148700,Rejected,High Existing Debt
8902,3691,2025-09-04,Home,987900,Approved,
8903,3526,2024-10-08,Home,2428700,Approved,
8904,1018,2025-11-10,Home,165400,Rejected,High Existing Debt
8905,4845,2025-06-18,Business,2190200,Approved,
8906,3908,2025-11-11,Home,423100,Approved,
8907,2950,2024-02-14,Personal,654500,Rejected,Insufficient Income
8908,2750,2025-07-03,Auto,74900,Approved,
8909,2542,2025-02-20,Home,1023000,Approved,
8910,2469,2023-03-28,Business,259300,Pending,
8911,3504,2024-02-11,Home,440200,Pending,
8912,5215,2024-12-21,Business,1400900,Approved,
8913,2472,2024-06-03,Personal,405000,Approved,
8914,5573,2024-11-08,Personal,170900,Rejected,Incomplete Documents
8915,5063,2023-01-10,Personal,2060500,Approved,
8916,1581,2023-01-30,Business,436700,Approved,
8917,4961,2025-02-13,Auto,441800,Approved,
8918,3961,2023-10-05,Business,1095200,Rejected,Low Credit Score
8919,3324,2024-07-21,Home,1199200,Approved,
8920,5188,2023-10-03,Business,3858600,Pending,
8921,5027,2024-04-21,Home,372600,Rejected,Low Credit Score
8922,2689,2023-07-17,Personal,248100,Approved,
8923,3416,2024-04-28,Home,786200,Approved,
8924,3578,2025-11-06,Business,1091400,Rejected,Low Credit Score
8925,3541,2023-03-20,Personal,606700,Rejected,High Existing Debt
8926,4552,2023-01-27,Home,642500,Approved,
8927,1925,2025-01-16,Personal,751900,Approved,
8928,4395,2024-04-20,Personal,503300,Approved,
8929,2571,2023-04-21,Home,326800,Approved,
8930,5198,2024-01-06,Personal,280500,Rejected,Low Credit Score
8931,5367,2024-01-04,Personal,278200,Approved,
8932,3355,2024-12-09,Business,834000,Approved,
8933,3325,2023-01-13,Education,147600,Pending,
8934,1957,2024-09-16,Home,1310300,Approved,
8935,1259,2024-09-01,Business,1790200,Approved,
8936,5021,2024-07-21,Education,952500,Approved,
8937,4619,2023-08-20,Personal,138900,Approved,
8938,5616,2023-06-21,Personal,240200,Approved,
8939,2456,2024-04-13,Business,210700,Approved,
8940,5867,2024-07-01,Personal,172900,Approved,
8941,4382,2023-05-09,Personal,438300,Approved,
8942,5555,2025-06-23,Auto,2163200,Approved,
8943,1880,2024-05-11,Education,1467500,Approved,
8944,4272,2023-12-29,Personal,1330800,Approved,
8945,5627,2025-05-23,Business,69900,Approved,
8946,4474,2025-09-03,Personal,2917500,Approved,
8947,3994,2023-07-14,Personal,2353900,Approved,
8948,4094,2024-06-27,Home,205500,Approved,
8949,1235,2024-01-15,Personal,112000,Rejected,Incomplete Documents
8950,2822,2025-09-21,Business,674200,Rejected,Low Credit Score
8951,3898,2023-07-17,Auto,3907800,Rejected,Incomplete Documents
8952,5486,2023-10-11,Personal,886300,Approved,
8953,3512,2023-08-19,Business,448600,Rejected,High Existing Debt
8954,3589,2024-11-10,Home,616200,Rejected,Insufficient Income
8955,3077,2024-04-08,Personal,1229600,Approved,
8956,3181,2025-07-04,Education,296100,Approved,
8957,2747,2025-09-01,Personal,963900,Approved,
8958,1534,2023-04-25,Home,2112400,Approved,
8959,4761,2023-03-17,Personal,228700,Rejected,Low Credit Score
8960,3696,2023-10-20,Home,855500,Approved,
8961,3924,2023-03-18,Auto,1809900,Approved,
8962,2604,2023-11-19,Auto,120800,Approved,
8963,2576,2024-01-03,Home,496600,Approved,
8964,2115,2024-01-31,Business,274800,Rejected,Incomplete Documents
8965,3712,2025-01-23,Education,253600,Rejected,Low Credit Score
8966,2677,2024-06-24,Personal,2467300,Approved,
8967,3536,2023-10-13,Personal,1397600,Approved,
8968,2924,2023-11-05,Home,1840200,Approved,
8969,2471,2023-08-07,Auto,1506000,Approved,
8970,5673,2025-02-28,Personal,766000,Approved,
8971,4799,2025-08-13,Personal,1006800,Rejected,High Existing Debt
8972,2898,2025-03-27,Personal,1801700,Pending,
8973,5235,2025-08-02,Business,543400,Approved,
8974,3090,2024-01-26,Business,1198100,Approved,
8975,3284,2023-02-15,Education,4087000,Approved,
8976,2493,2023-01-11,Education,1293000,Approved,
8977,3246,2023-01-16,Personal,463600,Approved,
8978,2412,2024-07-01,Education,474700,Approved,
8979,4106,2025-12-10,Business,332100,Approved,
8980,2306,2023-05-30,Personal,167400,Rejected,Low Credit Score
8981,5469,2024-02-25,Business,50000,Rejected,Insufficient Income
8982,1822,2024-09-16,Business,233100,Approved,
8983,2237,2024-02-29,Home,418700,Pending,
8984,4349,2023-10-21,Business,799400,Approved,
8985,4768,2025-06-04,Home,956000,Approved,
8986,5317,2023-06-11,Business,523100,Pending,
8987,2634,2024-06-06,Business,423000,Approved,
8988,3623,2023-09-27,Business,2245100,Pending,
8989,5650,2025-10-01,Personal,264100,Pending,
8990,3809,2023-12-03,Home,5626900,Approved,
8991,1110,2025-10-17,Home,249700,Approved,
8992,3245,2024-07-25,Personal,454700,Approved,
8993,3932,2024-06-29,Home,374700,Approved,
8994,1949,2025-12-24,Business,286400,Approved,
8995,1453,2023-12-27,Home,181600,Approved,
8996,4524,2025-01-16,Auto,313600,Approved,
8997,1107,2025-12-29,Personal,3170700,Approved,
8998,1005,2025-10-30,Home,2228400,Approved,
8999,1137,2023-08-04,Home,675800,Approved,
9000,1793,2025-04-23,Business,418200,Rejected,Insufficient Income
9001,4513,2023-07-10,Education,5321100,Pending,
9002,2664,2023-08-07,Auto,133200,Rejected,Low Credit Score
9003,1415,2023-04-16,Home,421000,Rejected,High Existing Debt
9004,4511,2023-02-25,Home,61400,Approved,
9005,1197,2025-12-27,Education,2787700,Approved,
9006,4666,2024-08-24,Education,1315700,Rejected,High Existing Debt
9007,2520,2025-10-31,Business,840700,Approved,
9008,1596,2024-03-12,Home,363100,Approved,
9009,2526,2025-03-10,Auto,2717500,Approved,
9010,5797,2024-11-29,Personal,953200,Approved,
9011,1723,2024-02-18,Home,579800,Approved,
9012,3076,2023-08-19,Personal,3544500,Approved,
9013,1094,2023-05-17,Personal,1663900,Approved,
9014,4047,2024-02-05,Personal,220000,Approved,
9015,3895,2025-02-17,Personal,1174200,Rejected,Low Credit Score
9016,5210,2024-07-22,Auto,189200,Approved,
9017,5937,2025-09-08,Auto,2124900,Approved,
9018,2148,2023-02-19,Personal,2845200,Approved,
9019,2575,2024-04-24,Personal,124700,Rejected,Low Credit Score
9020,3305,2024-08-07,Auto,752900,Rejected,Incomplete Documents
9021,5109,2025-04-28,Home,387900,Approved,
9022,5836,2025-12-12,Business,196500,Rejected,High Existing Debt
9023,4266,2024-08-23,Business,2412600,Rejected,Insufficient Income
9024,3602,2023-07-27,Home,249900,Approved,
9025,2209,2023-04-20,Auto,264600,Approved,
9026,3083,2025-01-06,Personal,319800,Approved,
9027,1250,2023-06-20,Personal,150000,Approved,
9028,1247,2025-03-17,Personal,964500,Approved,
9029,4506,2025-12-01,Home,287700,Approved,
9030,4238,2024-12-16,Personal,650900,Approved,
9031,4421,2025-09-29,Personal,422800,Approved,
9032,5224,2025-07-18,Personal,1619500,Approved,
9033,4742,2024-08-12,Education,1277400,Rejected,Incomplete Documents
9034,2988,2025-06-23,Business,651500,Approved,
9035,2373,2025-02-16,Home,352700,Approved,
9036,4308,2023-08-04,Education,261700,Approved,
9037,4883,2024-08-10,Personal,200100,Approved,
9038,2257,2024-06-21,Personal,393800,Approved,
9039,4041,2024-06-30,Auto,123400,Rejected,Incomplete Documents
9040,5160,2023-03-18,Business,430100,Approved,
9041,3847,2024-12-23,Auto,1063200,Approved,
9042,2228,2025-09-08,Auto,405300,Approved,
9043,2532,2025-12-07,Home,137400,Rejected,High Existing Debt
9044,5253,2025-11-12,Auto,470300,Approved,
9045,1387,2023-03-06,Business,982100,Approved,
9046,4681,2024-06-03,Business,1120000,Approved,
9047,5967,2024-05-07,Personal,157600,Rejected,Insufficient Income
9048,4798,2025-01-12,Business,1251900,Pending,
9049,3768,2023-05-21,Auto,1122700,Approved,
9050,3105,2024-06-23,Home,409800,Approved,
9051,1071,2025-11-16,Business,1062100,Approved,
9052,1497,2025-11-01,Auto,185900,Rejected,Incomplete Documents
9053,5356,2025-10-27,Home,55000,Approved,
9054,2508,2025-05-13,Auto,298700,Approved,
9055,3753,2025-04-08,Auto,539500,Rejected,High Existing Debt
9056,2904,2023-10-11,Home,626300,Rejected,High Existing Debt
9057,4993,2024-02-14,Auto,50000,Approved,
9058,1429,2025-05-10,Business,546900,Approved,
9059,5238,2025-05-08,Home,398900,Rejected,Low Credit Score
9060,2657,2024-11-22,Personal,2411300,Approved,
9061,3302,2024-04-02,Personal,758000,Approved,
9062,2789,2025-06-18,Personal,807200,Approved,
9063,5872,2023-04-16,Education,925700,Approved,
9064,5412,2023-09-23,Education,2819000,Approved,
9065,2322,2025-06-18,Home,920100,Approved,
9066,4835,2024-10-08,Home,1976600,Approved,
9067,2191,2023-07-10,Personal,125400,Rejected,Insufficient Income
9068,4685,2023-03-29,Personal,2954300,Approved,
9069,5447,2023-12-27,Home,343000,Pending,
9070,3090,2023-04-26,Auto,308900,Pending,
9071,5498,2025-04-23,Auto,793100,Approved,
9072,5487,2025-02-27,Home,491100,Approved,
9073,3436,2024-05-05,Personal,480700,Rejected,High Existing Debt
9074,4039,2025-02-23,Personal,1002800,Approved,
9075,2482,2025-08-20,Home,318400,Approved,
9076,3802,2024-04-24,Home,843600,Approved,
9077,3861,2025-09-22,Auto,120700,Rejected,High Existing Debt
9078,3527,2024-12-08,Personal,980500,Approved,
9079,5654,2025-08-01,Auto,835400,Rejected,High Existing Debt
9080,3486,2024-12-01,Business,384400,Approved,
9081,2249,2023-09-18,Education,222600,Approved,
9082,2267,2023-01-07,Business,280100,Pending,
9083,4223,2024-04-03,Auto,327000,Approved,
9084,3567,2025-05-20,Home,293900,Rejected,Low Credit Score
9085,5410,2024-10-30,Home,586700,Approved,
9086,3863,2023-01-28,Auto,760800,Approved,
9087,1860,2025-04-04,Personal,815300,Approved,
9088,4349,2024-02-26,Personal,286000,Approved,
9089,5255,2024-12-23,Auto,846700,Rejected,High Existing Debt
9090,2001,2024-07-14,Personal,137100,Rejected,High Existing Debt
9091,3203,2024-05-06,Business,93700,Approved,
9092,1394,2024-12-23,Personal,1219100,Approved,
9093,4144,2023-10-28,Home,148800,Rejected,Insufficient Income
9094,1649,2023-03-06,Business,103600,Approved,
9095,3920,2025-07-19,Personal,113800,Approved,
9096,1858,2023-06-12,Personal,791200,Rejected,High Existing Debt
9097,2586,2024-11-01,Business,705300,Rejected,Incomplete Documents
9098,1959,2024-02-28,Business,842700,Rejected,High Existing Debt
9099,2683,2024-09-02,Home,752700,Rejected,High Existing Debt
9100,2266,2024-02-28,Education,329000,Approved,
9101,5368,2024-12-01,Personal,347700,Approved,
9102,4110,2024-12-22,Auto,115500,Approved,
9103,3028,2025-01-01,Home,1133000,Rejected,Incomplete Documents
9104,2740,2024-02-18,Auto,751800,Approved,
9105,4157,2024-07-05,Home,239300,Approved,
9106,4874,2025-07-01,Home,2428500,Approved,
9107,1149,2023-03-14,Home,147000,Approved,
9108,3687,2024-02-10,Personal,775900,Approved,
9109,1932,2025-04-09,Business,83500,Approved,
9110,3024,2024-07-22,Home,205100,Approved,
9111,2343,2024-10-16,Personal,112800,Rejected,Low Credit Score
9112,1298,2024-10-17,Personal,1217600,Approved,
9113,5693,2024-02-12,Home,4989400,Approved,
9114,1277,2024-08-14,Business,216900,Approved,
9115,3623,2025-06-01,Personal,286500,Approved,
9116,5185,2024-12-20,Auto,5228600,Approved,
9117,4967,2025-07-30,Personal,297300,Approved,
9118,3167,2024-11-25,Home,2360900,Pending,
9119,5379,2024-03-09,Personal,1192300,Rejected,Incomplete Documents
9120,1229,2025-04-18,Personal,1133400,Approved,
9121,3462,2024-05-07,Education,3293900,Approved,
9122,5219,2025-05-09,Home,1099600,Rejected,Incomplete Documents
9123,2735,2024-08-22,Business,146200,Approved,
9124,3078,2025-03-22,Personal,261000,Rejected,Incomplete Documents
9125,5114,2023-04-06,Auto,238200,Approved,
9126,3071,2025-11-17,Education,282300,Rejected,Low Credit Score
9127,2062,2025-05-29,Personal,1616000,Approved,
9128,4821,2025-10-20,Home,267600,Rejected,Insufficient Income
9129,2385,2024-04-21,Personal,812300,Approved,
9130,3122,2024-07-10,Home,365200,Approved,
9131,1583,2023-01-14,Education,928500,Pending,
9132,5007,2023-06-22,Auto,204600,Approved,
9133,5369,2025-07-24,Auto,2523800,Rejected,High Existing Debt
9134,2504,2024-11-16,Home,2659700,Rejected,Insufficient Income
9135,4397,2023-11-11,Business,281600,Pending,
9136,3015,2025-11-30,Home,398600,Approved,
9137,1948,2025-02-21,Home,330900,Rejected,Low Credit Score
9138,2871,2023-12-09,Business,1176000,Pending,
9139,3776,2025-09-15,Home,816800,Approved,
9140,5597,2024-04-06,Education,344800,Pending,
9141,3478,2025-09-16,Home,291100,Approved,
9142,2380,2023-07-13,Education,1792600,Pending,
9143,4106,2023-11-29,Business,1041900,Approved,
9144,5034,2025-09-26,Personal,924000,Pending,
9145,4332,2024-10-13,Personal,1927200,Approved,
9146,5958,2023-09-26,Business,553000,Approved,
9147,2885,2024-05-29,Home,2088600,Rejected,Low Credit Score
9148,1450,2024-07-28,Personal,609700,Approved,
9149,4062,2025-12-23,Auto,326300,Approved,
9150,1625,2025-06-02,Auto,553100,Pending,
9151,5432,2025-01-01,Personal,317000,Approved,
9152,2892,2024-05-16,Business,241800,Approved,
9153,1901,2023-02-25,Education,217700,Approved,
9154,1393,2023-04-24,Education,56300,Rejected,Low Credit Score
9155,3016,2024-12-23,Home,587800,Rejected,High Existing Debt
9156,3597,2024-06-02,Auto,892000,Approved,
9157,5519,2025-07-20,Business,163000,Approved,
9158,4322,2023-06-13,Home,180300,Approved,
9159,1247,2025-05-30,Home,472300,Approved,
9160,3600,2023-05-09,Business,1338700,Approved,
9161,5061,2025-01-21,Personal,321600,Approved,
9162,3783,2023-07-10,Personal,1219100,Approved,
9163,2146,2025-04-22,Personal,3071100,Rejected,Incomplete Documents
9164,5739,2025-04-03,Personal,124700,Pending,
9165,2835,2024-02-19,Business,3492300,Pending,
9166,4108,2024-07-06,Home,2499300,Rejected,Low Credit Score
9167,5204,2024-10-12,Personal,639800,Rejected,High Existing Debt
9168,3234,2023-09-19,Personal,2782200,Approved,
9169,1019,2025-08-04,Personal,802600,Approved,
9170,3960,2023-07-11,Business,192600,Approved,
9171,4818,2023-03-19,Auto,231700,Approved,
9172,3142,2023-12-18,Personal,228900,Rejected,Incomplete Documents
9173,4815,2024-02-08,Auto,1410000,Approved,
9174,1128,2025-02-01,Home,1533000,Rejected,Low Credit Score
9175,3363,2025-12-06,Education,1899900,Approved,
9176,3029,2025-07-06,Personal,293200,Approved,
9177,2946,2023-12-15,Auto,2942800,Approved,
9178,2884,2025-03-20,Education,550900,Approved,
9179,4547,2025-09-01,Personal,2760800,Rejected,Low Credit Score
9180,4699,2025-03-13,Home,810300,Pending,
9181,4224,2023-06-02,Home,306000,Approved,
9182,2652,2023-09-25,Business,1401400,Pending,
9183,5066,2025-07-24,Personal,652900,Approved,
9184,3559,2023-11-02,Auto,67700,Approved,
9185,1761,2025-12-27,Auto,494100,Approved,
9186,1702,2023-10-12,Home,172100,Rejected,Incomplete Documents
9187,5829,2024-06-26,Home,704700,Approved,
9188,3304,2023-01-24,Home,1107100,Rejected,Low Credit Score
9189,4357,2025-10-31,Business,297100,Approved,
9190,4727,2024-09-30,Personal,492600,Approved,
9191,2313,2025-10-05,Business,783800,Approved,
9192,5953,2025-02-25,Personal,329600,Approved,
9193,1144,2025-02-12,Auto,581800,Approved,
9194,5181,2023-05-10,Home,101400,Rejected,Low Credit Score
9195,3740,2025-01-12,Home,313800,Approved,
9196,5197,2024-01-15,Personal,1003100,Approved,
9197,4309,2023-08-28,Auto,501000,Approved,
9198,4490,2023-05-26,Business,323500,Approved,
9199,1205,2023-11-04,Home,621100,Approved,
9200,3175,2025-04-03,Business,194400,Approved,
9201,4023,2025-06-03,Personal,250000,Approved,
9202,5403,2024-09-17,Education,675600,Approved,
9203,4837,2024-06-15,Auto,422700,Approved,
9204,3225,2023-08-17,Home,531900,Rejected,Low Credit Score
9205,1727,2024-05-27,Personal,1100200,Rejected,Insufficient Income
9206,4277,2025-03-16,Auto,836000,Approved,
9207,1200,2025-11-09,Home,182400,Approved,
9208,5609,2023-09-17,Education,209400,Rejected,Incomplete Documents
9209,1434,2025-06-10,Education,1171700,Approved,
9210,4857,2025-10-05,Education,851500,Rejected,Incomplete Documents
9211,2288,2024-09-05,Education,721700,Pending,
9212,5675,2023-07-16,Auto,1401500,Rejected,Insufficient Income
9213,2885,2024-01-25,Education,2807800,Approved,
9214,5214,2024-12-03,Auto,2023300,Approved,
9215,5182,2023-12-12,Home,8000000,Pending,
9216,5331,2024-10-02,Home,1279600,Rejected,Insufficient Income
9217,5418,2023-04-24,Home,582700,Rejected,Incomplete Documents
9218,3721,2025-08-16,Home,312900,Approved,
9219,3525,2025-04-27,Education,862400,Approved,
9220,2757,2024-12-26,Business,2086500,Approved,
9221,5790,2024-12-09,Education,670200,Rejected,High Existing Debt
9222,3950,2023-09-18,Business,268100,Approved,
9223,1948,2024-11-05,Home,741400,Approved,
9224,3861,2025-07-29,Home,1212300,Approved,
9225,1769,2025-06-30,Auto,500500,Approved,
9226,3896,2023-06-14,Home,2316300,Approved,
9227,1395,2024-02-23,Business,244800,Approved,
9228,1790,2024-07-05,Personal,342100,Rejected,Incomplete Documents
9229,1897,2023-07-16,Business,912100,Approved,
9230,1366,2025-12-10,Home,1218300,Approved,
9231,5913,2023-08-26,Auto,723000,Approved,
9232,1604,2025-08-03,Auto,187800,Approved,
9233,5326,2023-11-19,Personal,991900,Approved,
9234,2786,2024-12-07,Personal,2825100,Rejected,Low Credit Score
9235,2732,2025-12-24,Auto,1242900,Approved,
9236,4214,2023-01-12,Personal,2290600,Approved,
9237,1932,2025-06-21,Personal,281300,Approved,
9238,5792,2025-07-27,Personal,3474000,Rejected,Low Credit Score
9239,4287,2025-10-01,Auto,878900,Pending,
9240,5111,2025-06-20,Home,392900,Approved,
9241,2367,2023-06-16,Business,395700,Rejected,Incomplete Documents
9242,1136,2024-09-08,Home,1597500,Approved,
9243,2658,2024-10-28,Personal,2789000,Approved,
9244,3744,2025-05-30,Home,490100,Approved,
9245,4991,2023-04-06,Education,2291600,Approved,
9246,5781,2025-03-24,Home,1358000,Approved,
9247,5718,2023-08-14,Personal,618800,Approved,
9248,4483,2024-10-14,Personal,533500,Approved,
9249,2823,2024-11-23,Education,2521100,Approved,
9250,3223,2023-06-16,Education,794800,Rejected,Incomplete Documents
9251,5597,2025-04-07,Home,3953500,Approved,
9252,4944,2025-06-23,Personal,191800,Approved,
9253,2346,2025-06-08,Personal,308900,Rejected,Insufficient Income
9254,1876,2023-01-04,Business,1020500,Approved,
9255,3416,2023-09-02,Business,444500,Approved,
9256,1776,2025-06-12,Home,348900,Approved,
9257,4905,2023-02-19,Personal,529100,Approved,
9258,5505,2024-10-14,Personal,764400,Approved,
9259,3833,2024-11-22,Business,1474700,Pending,
9260,1408,2025-10-11,Education,915800,Approved,
9261,4807,2023-12-14,Education,502300,Rejected,Low Credit Score
9262,1308,2025-09-04,Personal,78500,Rejected,Insufficient Income
9263,5159,2024-04-29,Auto,1518200,Approved,
9264,3109,2023-07-27,Personal,331800,Rejected,Insufficient Income
9265,5603,2024-10-22,Education,375100,Approved,
9266,5352,2025-08-31,Business,1101800,Approved,
9267,1077,2024-09-22,Auto,504800,Approved,
9268,5026,2023-04-02,Personal,911000,Approved,
9269,5047,2024-10-30,Business,2058000,Rejected,Insufficient Income
9270,5186,2024-01-30,Business,795100,Approved,
9271,1365,2025-11-19,Home,151600,Approved,
9272,2827,2023-06-26,Auto,1004500,Approved,
9273,5745,2024-05-27,Auto,347600,Rejected,High Existing Debt
9274,2299,2023-05-10,Home,618200,Approved,
9275,2960,2024-10-19,Home,437200,Pending,
9276,5136,2023-05-15,Personal,667800,Approved,
9277,4693,2025-02-11,Home,594200,Rejected,Incomplete Documents
9278,1666,2024-02-17,Home,321500,Approved,
9279,5422,2023-01-03,Business,309700,Approved,
9280,4589,2023-05-21,Business,2889300,Rejected,High Existing Debt
9281,1725,2025-12-26,Personal,4234100,Rejected,High Existing Debt
9282,5379,2025-12-31,Home,225000,Approved,
9283,4244,2025-06-18,Personal,1723900,Approved,
9284,4528,2024-03-01,Auto,742900,Approved,
9285,1214,2024-08-10,Home,1085400,Approved,
9286,3007,2023-10-02,Education,2001400,Approved,
9287,1089,2025-09-21,Home,564000,Pending,
9288,2607,2023-03-23,Home,634600,Approved,
9289,5480,2025-03-18,Auto,2242600,Approved,
9290,2193,2025-01-29,Home,525300,Approved,
9291,5922,2025-03-12,Home,420500,Rejected,Low Credit Score
9292,5531,2024-09-27,Business,230900,Rejected,Insufficient Income
9293,3656,2025-10-27,Personal,294400,Approved,
9294,1319,2023-03-16,Business,560400,Pending,
9295,4166,2025-07-03,Home,603700,Approved,
9296,5961,2024-04-19,Business,407900,Rejected,Insufficient Income
9297,4045,2023-08-11,Business,194300,Approved,
9298,3477,2024-07-02,Personal,138500,Approved,
9299,2547,2023-01-31,Education,179300,Approved,
9300,3936,2023-08-27,Personal,153700,Approved,
9301,5201,2025-09-07,Education,2861900,Approved,
9302,5829,2024-12-14,Home,141000,Rejected,Incomplete Documents
9303,5438,2024-08-20,Business,449500,Pending,
9304,5952,2024-04-23,Education,897000,Rejected,Insufficient Income
9305,1988,2025-06-25,Education,3603600,Approved,
9306,5351,2024-01-09,Education,540000,Approved,
9307,5738,2025-08-29,Personal,574500,Rejected,High Existing Debt
9308,1424,2024-05-14,Home,2094200,Approved,
9309,3562,2023-08-18,Personal,1462300,Rejected,Insufficient Income
9310,1375,2025-11-02,Home,729900,Approved,
9311,5856,2024-02-03,Personal,402700,Approved,
9312,1047,2025-11-07,Auto,1878400,Approved,
9313,1500,2023-06-18,Education,634700,Pending,
9314,3393,2025-12-09,Business,358100,Approved,
9315,5525,2023-04-16,Auto,234000,Rejected,High Existing Debt
9316,5885,2023-07-16,Business,610800,Approved,
9317,3034,2023-02-10,Personal,4182600,Rejected,High Existing Debt
9318,5883,2024-06-22,Auto,1009900,Rejected,Incomplete Documents
9319,2170,2024-11-29,Business,872300,Approved,
9320,4864,2024-01-18,Auto,676700,Rejected,Low Credit Score
9321,3991,2023-05-22,Personal,615800,Approved,
9322,3666,2025-07-19,Personal,646200,Approved,
9323,2117,2023-10-06,Personal,1394300,Approved,
9324,1246,2023-01-22,Home,172700,Pending,
9325,4413,2024-03-09,Auto,2171300,Approved,
9326,2685,2023-01-25,Auto,769700,Rejected,High Existing Debt
9327,1304,2023-07-01,Education,826800,Rejected,Low Credit Score
9328,3025,2024-11-19,Personal,1398200,Approved,
9329,1450,2023-04-13,Home,1701100,Pending,
9330,1941,2025-06-17,Personal,630300,Rejected,High Existing Debt
9331,4201,2024-10-26,Education,213600,Approved,
9332,1534,2024-05-09,Business,52900,Pending,
9333,3616,2023-11-20,Home,527500,Approved,
9334,3472,2025-02-21,Home,589100,Rejected,High Existing Debt
9335,3579,2024-10-12,Business,1054900,Approved,
9336,4778,2023-04-02,Personal,236300,Pending,
9337,3653,2024-05-29,Home,1508200,Approved,
9338,2906,2023-05-05,Home,3547100,Approved,
9339,5978,2025-10-08,Education,395900,Rejected,Low Credit Score
9340,3263,2025-05-27,Education,1591000,Approved,
